text,label
经历 家暴 拐卖 不公 待遇 可怜 女性,0
记者 南京市 公安局 经侦 支队 召开 打假 专项 行动 新闻媒体 通气会 上 获悉,0
潘金莲 做 蜂蜜 皂,0
今天 早上 人民 医院 超声 科 进行 剩下 考试,0
中赢 财富 集团 金 芝麻 专业 从事 大型 房地产 企业 投融资 业务 企业 搭建 投融资 平台 企业 实现 自我 造血 快速 合法 低成本 融资 解决 房企五证 不全 销售 问题 韩文 云,1
打造 成为 最 开放 平台,0
分享 无线 苏州 新闻 恐怖 生物入侵 西山 带 千条 寄生虫,0
一位 中院 法官 判决书 中 辩护 观点 逐条 作 回应,0
期待 河南 法院网 拍 工作 取得 更大 成绩,0
这件 事 看出 法律 问题,0
回购 激励 南京 高科拟 亿元 回购 公司股票,0
希望 法院 不 采取 强执 措施,0
收益 国内 短期 理财产品 收益率,0
款 可选 补钙 补锌 鱼油 防 挑食 蔬菜 综合 维生素 防 流感,0
上 搜 出来 还 说,0
全国 区域性 银行 理财 能力 大 排名,0
完全 不 理解 江苏 吃 桃子 不洗 皮 削皮 原因,0
每次 飞机 上 都,0
清理 手机号 绑定 多个 支付宝 账号,0
艺术细胞 没用 手残 手残,0
看 花千骨 突然 感觉 霍 建华 老 好多 喜欢 笑傲江湖 里,0
生活 小 技能 冰凉 舒爽 简单 蜂蜜 柠檬茶,0
道 浙江 龙 全家福,0
杭州 交通 港航 部门 助力 美丽 杭州,0
申请 不 满意 学生 想要 补录 学生 抓紧时间,0
做 得到 溧水 出发,0
设计,0
前三名 分别 高通 海思,0
網上 博采 品牌 强 信 謍 好 佰 佳 樂 体育 龍唬 斗详   情   登   入,1
一天 飞机 上 到处跑,0
据说 已经 部分 厂商 表达 打造,0
退房 离店 天后 再 担保 钱 还给,0
盐城 微 整形 微 整形 针剂 乔雅登,0
小时 飞行 时间 饿着肚子,0
喜欢 想 买 想 买 还 玩 手机,0
其实 过度 商业 开发 问题 事情 过去 之后 好好 整一整,0
在线 代驾代驾 日前 推出 周三 全天 免费 代驾 服务,0
最终 决战 不是 特别 戳 蒸朋风,0
乐宝 娱乐城 欢迎您   老虎机 存 一百 送 一百 第一次 麻子 链接 注册 都 会 赢 几百万 挣 点烟 钱 感谢 大家 关照 麻子 感谢,1
今年 全球 智能手机 出货量 达 近 亿部,0
你造 学生 买手机 心有 多痛,0
南京市 关工委 荆溪 村 原先 台 电脑 基础 上,0
就读 理工大学 岁 女 被告 吴心怡,0
跟着 视角 去 感受 大美 青海,0
电脑 临摹 取代 静物 临摹,0
做 房产 发给 数据 看 差点 崩溃,0
经历 前 阵子 送书 质疑 辱骂 一系列 风波 后,0
小氣 少年 部落 格 日本 自助 旅行 分享 與 教學,0
工作室 设计 镜头 凳子,0
您好 红星 法兰 香颂 置业 顾问 王新本 项目 平在 正月十五 前 认购 额外 优惠 还 考虑 请 到访 售楼处 详情请 联系 销售员 王新,1
深海鱼 富含 欧米 伽 脂肪酸 食物,0
主音 吳 青峰 喺 前往 機場 準備 搭 飛機 離開 香港 嘅 途中,0
现年 岁,0
帮 解决 创业 初期 开发 难题,0
贵州 森航 安徽 文一,0
看 中国 好 声音 很大 原因,0
华府 得天独厚 别墅 山水 人文 三者 融于 一体,0
窗外 时有时无 打高尔夫 人,0
汇竹 集团 旗下 人人 付 手机 机 功能齐全,0
是因为 没 遇见 蝉翼 系列,0
投资人 群体 工作效率 实在 太 低,0
举起 手机 咔嚓 咔嚓 留住 美好 瞬间,0
忘记 今天 丹阳 有漫展 还 陪 十七 去 做 指甲 逛 街 亏了 今天 穿 风 裙子,0
宝贝 都 说 花个 红包 都 抢 回来 哈哈哈 做 不用 担心 姐带 吃 肉,0
深圳 联通 本地 流量 便宜,0
医院 诊断 患 急性 淋巴 性 白血病,0
我会 打开 默默 看着 头像 消息,0
说 不错 质疑 声,0
专业 批 八字 看 交运 看 夫妻 抽签 看 阴阳 宅 买房子 装修 看 日期 买卖 开业 看 日期 结婚 选 日期 生 孩子 选 日期 买卖 好坏 扭转乾坤 想不到 没有 办不到 不准 不要 钱 正月 抽签 看 一年 运气 好坏 调解 预约 电话,1
那种 去 医院 排 半年 都 不 一定 挂 上 号 专家 医师,0
总分 第名 成绩 荣获 团体 二等奖,0
朋友 最近 好   上   好     茶   叶 还     原       味   道 懂 丽丽 广佛,1
医院 政府 人员 反映 病情 写 欠 可靠,0
主题 零售 商业 青年 主题 式 餐饮业 态 休闲 酒吧 美容 连锁 潮流 生活,0
旁边 小朋友 竟然 质疑 问,0
日本 一名 岁 女性 今日 清晨 闯入 前首相 小泉 纯一 郎 家中,0
秒 月 日 南京 演唱会 票 不 去 联系 菲律宾人 滚远点,0
台风 兄走 江苏 开启 烧烤 模式 半个 月 不见 太阳 终于 出来 了度 还 接受 黄石 度 强,0
年凱 撒宮 邀請 鄧麗君 於 中國農 曆 新年 蒞臨 演出,0
姚根兰 毕业 南京中医药大学,0
家长 朋友 新年好 新 学期开始 阳光 培训中心 开班 意向 学生家长 来电 咨询 名额有限 预报 从速,1
第期 全球 超级计算机 系统 排名 公布,0
快给我 发红包 秒 拍 作品,0
妈咪 培养 独立性 决策 能力,0
全系 降价 大 优惠 活动 礼包 意向 直接 联系 抢购 热线 销售 顾问 陈伟,1
看到 允子 手机 里 妈妈 扶梯 上托举 孩子 整个 视频,0
欢迎 参加 中国 平安 客户经理 面试   世界 五百强 平安 集团 正式 职员 周六日 双休 五险 二金 写字楼 电脑 办公 无 责任 底薪 元 转正,1
宣城市 气象台 年月日时 分将 暴雨 预警 信号 蓝色 提升 橙色,0
不能 简单 指望 蜂蜜 香蕉 解决问题,0
正是 船长 不 没有 认真负责 工作 态度,0
看来 吃 点儿 喜面 物业公司 明天 见,0
总 觉得 小偷 逃跑 还要 打伞 太 麻烦,0
江西省 星子县 一把 高米 直径 米 晴雨伞 吉尼斯 总部 工作人员 现场 认证,0
朋友 买 流量 伐 小额 流量 缺货 浙江 移动 浙江 联通 全国 电信 货涨 两元,0
首歌 里 一点 点 根哥 滚哥 玩大 咖秀 那首歌,0
月 日 抵达 寺庙 至今 已经 去世 很多,0
丢 手机 以后 修 电脑 险些 以为 照片 丢 才 发现 好像 很久没 发微 博想 照片 都 留在 世间 线上 一万个 不 情愿 提起 精神 去过 好 一天 好好 走路 好好 工作 健康 身体 充沛 体力 才 前提,0
易 烊 千玺 手买 保险 背买 保险 脸买 保险,0
桃林 爱舞 之家 春季 周末 班 月 日,1
慎 吃 虾 黄选 女友 很 重要 李晨 通告 不断,0
坏人 和尚 沸腾 胡涵,0
扬州 木偶 研究所 史上 最大 木偶,0
中科 金财 机构 卖出 较大 华谊 兄弟,0
中字,0
图为 举报者 提供 四川 巴中 公务员 公考 作弊,0
隆美尔 传 还 电脑 里 默默地 哭,0
好像 机器人 每天 同样 地方 同样 事情,0
规模 建筑 年代 上 都 无法 相比,0
集 阅读 展览 演出 图书 库藏 多种 功能 一体,0
癌症 先 桐乡 看 上 一段时间 检查 好 才能 去 大 医院,0
怕 老族 脸色 出现 皱纹 惶恐不安,0
培训 一批 盛京 医院 小护士,0
黄牌 载货 汽车 拖拉机 全天候 禁行,0
关键 网站 上定 机票 自动 缩价 之后 机票 降价 它会 降价 部分 返给,0
避免 落入 非法 网络 证券 活动 陷阱,0
导 手机 记录 看 以前 发 短信 突然 发现 以前 简直 甜心 小可爱 两年 到底 经历 变成 如今 严肃 憔悴 妇女 风,0
欲 转手 裕 都 温泉 花城 房产 套 车库 储藏室 直接 办理 房产证 有意者 致电    ,1
很多 细菌 病毒 会 夏天 侵袭 身体,0
新闻 晚点 中介 笑 城管 买不起 房 遭打 已婚 男争 美女 撞车,0
京东 会 手机号码 充值 元 话费,0
从此 不再 狗 去 形容 不善,0
急出 只 自用 港行 白色,0
约合 美元 吨 相关 内容 请 参见 汇易网,0
发现 一家 楼 很 好吃 拉面 屋,0
神秘 反贪 干警 心中 酸甜苦辣,0
飞机 上 闹 没 办法 婴儿 粮食,0
标点 没有 吴江 和英子 总 觉得 缺少 点,0
我要 忍痛 大腿 抖抖 旅游 钱 妈妈 买,0
不 觉得 强奸 事儿 不是 事儿,0
明日 行 万里 无 违法 奖 万元 通行 卡 活动 启动 日,0
微软 宣布 重组 手机 硬件 业务 裁员 人,0
预计 公里 左右 时速 西北 偏西 方向 移动,0
他妈 靠着 穷 政府 发 救助 过日子,0
徐州 两 汉王 陵 中葬制 结构 最为 复杂 墓葬,0
香蕉 降低 酒精 血液 中 比例,0
看花千骨 看醉 孟玄朗 软弱 成 鬼 样子 小说 里 不是 皇帝 很 好,0
时间 今天 晚上 点至 晚上 点分 电脑 看 视频 手机,0
求 告诉 昆山 拍戏,0
爸妈 旅游 回来 买 发箍 妈 终于 回来,0
从来 没有 投资 家 看 线图 获得成功,0
主要 很多 人 投资 理财 方面 盲目 没有 计划,0
新年好 新 一年 里 远航 不锈钢管 公司 祝您 生意兴隆 合家 安康 公司 今天 号 正式 启市 需要 下单 直接 传真 本司 谢谢,1
华为 中国移动 日本 软银 共同 发布,0
最后 换人 还 差点 裁判 吵起来,0
再 工程师 巧手 设计 后,0
梅西 受到 质疑 经常 还梅西 一起 人 都 知道 世界 上 最 棒,0
统治 思想 专制 国 放 收 之间 达到 一种 协调 追求,0
警察 叔叔 城管 蜀黎狠 一点,0
新闻 学院 和级 继续 不懂事,0
霓 漫天 原来 花千骨 多么 好 朋友,0
尼尔 诺移门 衣柜 惠民 畅享 欢乐 购移 门元 震撼 来袭 月 日 全国 预售 整体 衣柜 仅 需,1
其实 联想 华为 这种 考虑 收购,0
冒個 泡 大龍哥 小龍哥 加油,0
意大利 设计师 设计 椅,0
关岛 塔穆宁 物业 单位 出售,0
此举 防止 部分 投资者 变相 进行 日内 回转 交易,0
拐 女 教师 遭 村民 指责 揭 贫穷 伤疤 败坏 名声,0
在线 约会 交友 应用 成立 年,0
建行 洪月明,1
画 川航 架飞机 全过程,0
连接 数据线 电脑 上 重新 下载 虾米,0
分享 积累 财富 马上 随意 定购 一款,0
以后 教育 姑娘 岁 以后 琴棋书画 兴趣 学,0
第一 大硬盘 生产国 加油 港口,0
遂川 生态建设 生态旅游 发展 谋划 把脉,0
身体 血液 里 农药 残留 超标 孩子 未来,0
今天 已经 地铁 上 看到 三个 人端 手机 看 奇葩 说,0
昨日 结束 分钟 盘整 区间 下轨 附近 震荡 突破 下行,0
其後再 另名 男子 經關閘 入境 時將 拘捕,0
法院 认定 物业公司 替班 劳动者 形成 事实 劳动 关系,0
窝点 老板 工人 司机 人 警方 控制,0
贾庄村 美容 会 月 号 正常 营业 丹 本店 购买 任意 护肤品 顾客 进店 均 领取 精美 礼品 一份 还 享受 韩国 蜗牛 任意 产品 加元 即可 获取 价值 元 蜗牛 原液 瓶 活动 多多 忘 新 老 顾客 不要 错过,1
希望 华为 荣耀 尽早 解除 陈坤 代言 合约,0
江苏 河北 探索 职务 消费 包干制 单纯 部门 合并 解决不了 职数 超编 职务 消费 过高 问题,0
认证 信息 浙江 锦绣 化妆品 贸易 有限公司 市场总监,0
明天 有雨 现代 商业 网络 随笔 人 觉得 很赞 情感天地 类 公开 原创 易启百纳 风水 命理 谋划 签名档 编辑 签名,0
还会 汽车 这种 炎热 天气 中 中暑,0
百姓 大 舞台 消夏 戏曲 文艺晚会 新泰 滨湖 广场 拉开序幕,0
元 免费 领取 神秘 旺宅 信物 一件 祝您 家旺业 旺运道 旺 全场 产品 最低 折起售 抽 大奖 领 红包 联购 送 豪礼 开年 巨献 任性 亲,1
房地产 税 改革 摆在 改革 路上 一道 坎,0
带领 实现 中国 坦克 梦 领头人,0
主收 警车 大众 少量 公交车 放在 柜子 上 看着 还,0
眼睛 一闭 睁 一晚 没 电脑 一开 一关 一天,0
撰写 部门 上周 工作 总结 下周 工作 计划,0
摄影师 个人 视觉 形象设计,0
沙关 沙漠 里 星星 死 天上 名字 葬 咽喉 沦落 成 爱人 口齿不清 耿耿于怀 正朽 喧哗 正 老于世故,0
挂 数据 盘到 目录 下,0
感觉,0
万一开 支付宝 手机 抢 小偷 一定 会 每笔 下 订单 去 电脑 改 密码 一家家 申请 退款,0
现在 医疗 环境 没有 人身 保障,0
还 坐在 电脑前 看 白天 拍 照片,0
异乡 夜 哭 分享 单曲,0
一定 汽车 开 安全 地方,0
上半年 业绩 向下 修正 预计 同比 下滑,0
设立 防控 病人 医疗 救助 专项基金,0
武汉 政府 南京政府 中央 执委,0
黑暗 下 打开 手机 电筒 模式 平行 置于 太阳穴 位置 作 圆周运动 看 瞳孔,0
昨天 政府 答应 农民 解决 上游 水库 放水 问题 黑社会 参与 打人 警察 在场 不 问题,0
大 周六 一块儿 医生 休息室 煮 火锅 吃,0
却 往往 遭遇 留学 中介 牵着鼻子 走 受骗上当 情况,0
上证指数,0
鼻腔 内有 病毒 时 容易 逆行 耳朵,0
五华 城管 大观 中队 开展 严管 街 整治 行动,0
钢铁 有色金属 机器人 多个 行业 十三 五 规划 已 进入 编制 阶段,0
一款 夏日 必备 百 搭 蓝白 横条 设计 经典 海军 风 元素,0
马上 去 景点 全文 整合 再 打磨 一下,0
大约 一代 系列,0
杭州 富阳 区市 心 北路 号楼 发生 倒塌,0
您好 新光 天地 娇韵诗 美容 顾问 冯颖 通知 一声 新光 天地 号 商场 反 倍 积分 柜台 买 赠 活动 限量 礼,1
浙江 金华 警方 接到 男子 报警,0
电脑 砸 都 回 小 地方 不至于 压力 大,0
尼玛,0
最后 查派 思维 转移 新 机器人 上,0
申林于 明園 昊天 后土 十二 顆星 八百 零六 顆星,0
这颗 情报 收集 卫星 日本 卫星 情报中心 使用 轨道 详细 性能 拍摄 图像 信息 完全 不 公布,0
始终 伴随 平板 电脑 行业 起起伏伏,0
说 出去 旅游 换个 地方 吃饭 喝酒,0
今天 奶奶 路边 花 块 买下 小 贩卖 剩 最后 一束花 当作 祝福 未来 学会 坚持 耐心 等待 事情 别人 迟 没关系 最终 会 生命 里 出现 好,0
看见 电梯 四楼 咣 一声 巨响,0
女 汉子 性格 没有 改 掉,0
昨儿个 飞机场 之前 去 随便 涂 颜色 醉,0
回答 人 指着 银河 方向,0
年内 投资 亿元 重点 用于 能源 资源 高效 利用 项目,0
男 休闲 船鞋,0
没有 录取 考生 可于 月 日 登录 上述 网站 填报 征求 志愿,0
显然 第六 季 不造,0
北京 东西 南京 自备 一套 用来 表示 留 都 身份,0
新 学期开始 才思 教育 辅导班 即日起 招生 报名 意向 家长 短信 回复 亲自 现场 报名 均 地址 福和园         开班 时间,1
一届 盛会 汇集 当下 国内 最 热门 最 流行 电子游戏 产品,0
今天 二哥 看 奇葩 说出 柜 一集 看到 选手 轰叔 二哥 大喊 知道,0
人 会 说 腐败 反腐 国家 就昌,0
起步价 原元 公里 调整 为元 公里,0
昨天 刚刚 六个月 手机 莫名其妙 白屏,0
南京师范大学 地理 科学 学院 院长 博士生 导师 国家 万人 计划 教学 名师 汤 国安 教授 正在 做 报告,0
调研 地点 上海 枫 泾 工业园 吉利,0
储值 消费 更 方便 会员卡 做 房卡 上网卡,0
园区 涨价 更 可怕 狮 山路 竟 已 无房 无地,0
最 常用 软件,0
道歉 说 遍 点点 至今 气 都 没消 电话 里 妈 内疚 说 失手 伤害 有罪,0
飞机 嚯 嚯 嚯 截止 目前 已经 延误,0
掌盟 腾讯 服务器 都 炸,0
传 首次 大 更新 月 发 性能 优化,0
阿明 区 舞台,0
病毒 会 乘虚而入 钻进 消化道 引起 消化道 黏膜 反应 发烧 症状,0
里面 付费 软件 游戏 去,0
正因 十字架 基督教 建筑 标志,0
新年好 淡水 新装 五星 酒店 隆重推出 莞式 一条龙 服务 新到 佳丽 百名 欢迎 前来 体验 甜甜 美女,1
原材料 纯牛奶 干片 云龙 大山 土 蜂蜜,0
处处 人 复杂 社会 不公,0
两家 同游 避暑 浙江 舟山 朱家尖 原创 详情,0
浙江 共 售出 搅拌 车辆 散装 车辆,0
涉嫌 违规 三家 旅行社 进行 立案 开展调查,0
其实 明天 昨天 明天 紊乱 异常,0
放假 回家 一手 电脑包 一手 行李箱 还 背个 小 书包 没有 多余 手 打伞 安检 下楼梯,0
我省 家 药品 企业 上 黑榜,0
补肾 助阳 最佳 果 核桃 最佳 肉 羊肉,0
百度 贴 飞 羽人 古风 控渣 三党 秦时 党语 最萌 齐鲁 三花,0
每天晚上 不是 没饭 吃 一碗 粥,0
每天 包 胶原蛋白 每天 面膜 修复,0
这次 请来 上赛季 常规赛 联盟 新星 库里 进行 动作 捕捉,0
有时候 会 质疑 常见 词 偏僻 用法 是不是 太过 矫情,0
脚踝 整个 卡 铁门 外面 地面 之间 不 出来,0
和平 大街 部队 从点 不停 出拉兵,0
中国 自主 品牌 车型 设计 方面,0
整个 新能源 汽车产业 面临 问题 矛盾 更加 突出,0
分享 视频 全民 目击 中 英 双字,0
昨天 浙江 朋友 加入 万达 复利,0
抑制 住 去 一下 七部 奇书 究竟 真实 存在 念头,0
应该 基于 商业 客户 数据库 平台 用户 数据库 打通 管理体系 下,0
手机 钓鱼 攻击 手机 诈骗 增长 明显,0
大赛 承办 单位 全程 赞助商,0
加 电梯 安装 维修 国家级 资质 企业 广东 名优,0
脓疱 丘疹 基础 上 形成 绿豆 大小 脓包,0
权力 民选 才 治理 腐败 药方,0
好消息 广味园 厂家 三月份 餐饮业 推出 升金 标豉 油 促销 活动 凡 一次 进貨件 送 一件 送 一件 价值 元 支装 毫升 金标豉 油赠,1
上 输入法 真的 很 舒畅,0
大家 分享 文件,0
不 知道 情况 问 办公室,0
中国医科大学 航空 总医院 普外科 副 主任 樊跃平 教授 微 访谈 严重 腹腔 感染 肠外 瘘 临床 诊疗 要点,0
收入 必要 购买 保险 支出,0
二楼 客厅 设计 布局 更 注重 室外 环境 开放 态度,0
一定 蜂蜜 十大 真相 吃 这麼 多年 纔 知道,0
同一 台 电脑 用云 管家 上传 稳定,0
今天 一早 浙江 金华 汽车 西站 附近 居民小区 发生爆炸,0
毕业 后 考取 研究生 公务员,0
腐败 总是 建立 权力 基础 之上,0
不 知道 三星 手机 不 支持 格式 音频,0
免费 咨询 新版 机麻 控制器 起手 好牌 不 安装 现场 看 效果 满意 再 买,1
记得 一次 浙江 小城 吃 早饭,0
支持 红包 支持 支付宝 支持 银行 转账,0
最终 拉萨 净土 队以 胜出,0
每周 限前 名 客户 参与 名额有限 先到 先得,0
两名 犯罪 嫌疑人 拘留 一段时间 后 释放,0
生活 琐事 值得 腾讯 报道,0
妈 买 私人 飞机,0
滨海新区 握 手 说 每天 人,0
古镇 镇江 寺 对面 锦江 鹿溪河 交汇 口,0
小偷 公交车 上 行窃 未遂 破口大骂 乘客 报警 后 偷偷 溜走,0
