text,label
subject back emile the cablefilterz will allow you to receive all the channels that you order with your remote control payperviews axxxmovies sport events special events http www hosting com cable avocation despoil,1
subject hpl nom for december revision the d ls hpl katy i c gas was left off of the original version call if you have any questions ronnie see attached file hplnl xls hplnl xls,0
subject deal tickets daren i have three meters that have flow in feb but no deal meter flowed the whole month this our ols friends at pawnee gas plant fuel last deal used was could you extend it meter had flow on the this is southern union lockhart last deal used with them was hpl or ena meter had flow the whole month this is mt enterprise c g panther the last deal used is i ll get accounting arrangements for these when you let me know the deal status and get them cleared up thanks,0
subject fine black woman click here to be removed,1
subject how cuold you do this to a firned save up to on all kind of drugs quick ordering amd delivery fast and free shipping we have them all order now overnight shipping available nowhere else we are the only one offering overnight deliver for xanax valium click here to order,1
subject you can start saving nab re finance now even with bad credit best re finance rate for credit challenged best customer service lowest interest rates in years save xl i per month our easy application only takes minutes visit here for more information to opt out from our mailing list please follow this link,1
subject txu fuels sds nomination for may attached is the may nomination for our takes under the gas sales and purchase contract between txu fuel company previously tufco and sds please advise should you have any questions concerning the attached thanks ccs see attached file sdsnom xls sdsnom xls,0
subject seacrest meter april the confirmed nomination for barrett resources has been zeroed and a like number added to seneca bob forwarded by robert cotten hou ect on pm enron north america corp from robert cotten am to vance l taylor enron enronxgate enron cc george weissman hou ect ect daren j farmer hou ect enron melissa graves enron enronxgate enron susan smith hou ect enron subject re may wellhead spot purchases request vance as we discussed yesterday i will zero the confirmed column in pops for barrett and increase the same for seneca bob from vance l taylor enron enronxgate on am to robert cotten hou ect ect cc george weissman hou ect ect daren j farmer hou ect enron melissa graves enron enronxgate susan smith hou ect enron subject re may wellhead spot purchases request bob i m still concern about april s nom if we don t take it to zero than we could have the possibility of the allocations group adding volumes to barrett s april deal this would be incorrect vlt original message from cotten robert sent thursday april am to taylor vance l cc weissman george daren j farmer hou ect enron graves melissa susan smith hou ect enron subject re may wellhead spot purchases request vance based on the information below nominations are being revised effective may counterparty meter orig nom rev nom barrett resources seneca resources total bob from vance l taylor enron enronxgate on am to robert cotten hou ect ect cc george weissman hou ect ect susan smith enron enronxgate melissa graves enron enronxgate subject re may wellhead spot purchases request bob hplc continues to purchase gas from both ocean and seneca on a term basis firm tickets were submitted for april origination beginning with the month of april as for as barrett they are selling their gas under a joa with seneca therefore of barrett s production is being paid to seneca consequently you should see tickets in sitara for both counterparties let me know is you can t vlt x original message from cotten robert sent tuesday april pm to taylor vance l cc weissman george subject re may wellhead spot purchases request vance are we still purchasing gas at meter from barrett resources ocean energy and seneca resources they were on george s spreadsheet but they are not termed up the only deals termed up are mariner st mary land walter oil gas and the meridian resource bob from vance l taylor enron enronxgate on pm to robert cotten hou ect ect cc janie aguayo hou ect ect lisa hesse hou ect ect julie meyers hou ect ect cynthia hakemack hou ect ect donald p reinhardt enron enronxgate susan smith enron enronxgate melissa graves enron enronxgate george weissman hou ect ect subject may wellhead spot purchases request bob hplc will be purchasing wellhead gas from the producers listed below for the production month of may this production will be purchased on a spot basis and deal tickets should be created and entered into sitara based on the following information counterparty meter volume price apache corporation mmbtu d if hsc less whiting petroleum corp mmbtu d if hsc el paso merchant energy lp mmbtu d if hsc less el paso merchant energy lp mmbtu d if hsc swift energy mmbtu d if hsc less duke energy trading marketing mmbtu d if hsc hesco gathering oil co mmbtu d if hsc embassy natural gas inc lmmbtu d if hsc stone energy mmbtu d if hsc less the houston exploration mmbtu d if hsc less amerada hess hess energy svcs mmbtu d if hsc less crosstex energy services ltd mmbtu d if hsc less tri union development mmbtu d if hsc less ranger oil company mmbtu d if hsc if d these are producer svcs deals and should be tracked in the im wellhead portfolio attached to the gathering contract additionally if at all possible please do not confirm the apache and crosstex deals as we expect to receive term firm contracts in the very near future thanks vlt x,0
subject revision enron actuals for july teco tap hpl gas daily ls hpl lsk ic enron hpl gas daily,0
subject new zenoil massive rock sloid erections in seconds or less zenoil is a brand new topical lubricant designed to immediately increase the power and size of your erections and give you a more intense and satisfying sexual experience more information,1
subject june wellhead nomination the attachment provides details for a total wellhead nomination for june of mmbtu d george,0
subject february buyback deals just in case you want to have around forwarded by kenneth seaman hou ect on am kenneth seaman am to julie meyers hou ect ect robert e lloyd hou ect ect cc subject february buyback deals attached is my list for feb please let me know if you see anything out of the ordinary ken,0
subject fw sitara eol bridge problem today fyi we were also monitoring the eol to sitara bridge during this time to inform our traders and other desks of the situation and status all deals bridged over by ish thanks original message from truong dat sent thursday october am to moorer torrey lamadrid victor severson russ grant george cc husain karima lim francis s saluja gurdip sweitzer tara subject sitara eol bridge problem today the problem we faced today was due to eol deal packets not having startdate and enddate missing these tibco message fields caused the bridge to bounce and resulted in the queue to build up while the bridge is starting up the bridge takes minute for startup each time these deals are sent resent it continuously cause the sitarar eolbridge to restart thus magnifying the buildup of the queue the corrective action we are taking at our end is to build a rejection logic when eol packets do not have start and or enddate dat truong,0
subject potential list fo daren per vance s discussion s with the deal makers the following are potential deals for not included in vance s number north central mcmurrey meter mid month mcfd approx gas daily helmrich and payne ballard new meter mid month mcfd approx gas daily kcs resources dickenson bayou meter midmonth mcfd approx gas daily let us know if you need any additional information susan smith x,0
subject march nominations at shell deer park forwarded by gary w lamphier hou ect on am shankster jl luther on am to lamphier gary cc carter john ricks ruth kyle r lilly enron com mary poorman enron com subject march nominations at shell deer park gary march nominations for gas delivery to shell deer park are as follows firm baseload mmbtu d spot swing supply zero delivery of the above contract quantities is expected to be as follows hpl hp hpl e hpl s firm mmbtu d mmbtu d mmbtu d turnaround activity started in january is expected to be completed in the second half of march please let me know if you have any questions j luther shankster energy utilities planning phone fax e mail jlshankster equiva com home page http rsweb,0
subject wellhead adjustments daren please see the attached file bob,0
subject re forwarded by david baumbach hou ect on pm aorr dynegy com on pm to david baumbach enron com cc subject re here is neal s resume he will be at the knoxville address and phone for the next couple of weeks he is going to come down and stay with me around june my home number is hy home address is w nd street houston my work number is see attached file norrres doc norrres doc,0
subject re sitara training i ll switch with tom that way i can still make my appointment and it won t be all guys in the next class you know how rowdy they get mary,0
subject fwd per my message this morning janet and daren attached is a gas supply proposal i receive from duke energy for delivery to the mission interconnect on tetco they also provided me a quote on tenn but it was way off base this deal in combination with swing from net may be a good start for the month of may the deal provides swing flexibility and would allow us to get our feet wet and see how net operates the mission system when they are not providing all of the delivered gas let me know what you think i have had discussions with elpaso pg thu apr received from cyclops unverified by ybor mail corp teco net content technologies smtprs with smtp id for thu apr received from deinetol dukepower com deinetol dukepower com by mxsdo dukepower com sun with esmtp id oaa for thu apr edt subject per my message this morning to ebronner tecoenergy com x mailer lotus notes release june message id from alan taylor date thu apr x mimetrack serialize by router on deinetol dukepower release march at pm mime version content type multipart mixed boundary a f f e a df c a f content disposition inline see attached file tampaelectric doc tampaelectric doc,0
subject re tuesday december th i will be here tuesday also mark mccoy am to michael olsen na enron enron tom acton corp enron enron clem cernosek hou ect ect robert cotten hou ect ect jackie young hou ect ect sabrae zajac hou ect ect carlos j rodriguez hou ect ect mark mccoy corp enron enron aimee lannou hou ect ect mary poorman na enron enron eddie janzen na enron enron cc daren j farmer hou ect ect lauri a allen hou ect ect subject re tuesday december th i ll be here on tuesday mary poorman am to michael olsen na enron enron tom acton corp enron enron clem cernosek hou ect ect robert cotten hou ect ect jackie young hou ect ect sabrae zajac hou ect ect carlos j rodriguez hou ect ect mark mccoy corp enron enron aimee lannou hou ect ect mary poorman na enron enron eddie janzen na enron enron cc daren j farmer hou ect ect lauri a allen hou ect ect subject tuesday december th we will need a small staff to handle potential trades for wed the th most of the pipelines are out of the office so i would expect the work load to be minimal i plan on coming in and would like to have a minimum of three on staff so i need two volunteers one offsystem just in case if anyone is going to be in town please forward a number in case we need to call any additional people in or have you work on a laptop from home i will get with you after the new year to make up the holiday you miss or you can schedule your day now i have the calendars also i will be out on vacation friday dec nd and will need someone to send the nominations to the plants i don t expect to have full system coverage just hpl hpl and hpl ena as needed let me know if you are interested in learning how to do this thank you mary,0
subject meter there is an electrical problem at the plant it went down on and is at zero until further notice the nomination was m d this is the hpl miles baytown plant i will keep you informed i just received the call this afternoon mary,0
subject discover you made money while you were sleeping aaer xchxa you must read this word for word information that you may not receive again so please take it seriously would you like to receive thousands in cash daily if yes go here now people are making real fortunes no hype no false predictions have unlimited cash flow potential join an elite and growing group gain true financial independence you can change your lifestyle and we can prove it our c sh generating leveraging system has been proven effective totally duplicable for anyone the serious money is right here do yourself and those you love a favor and take a close look at this we re positive you ll be thankful you did this is not sales or mlm our private website will give you all the details go here to get them now if you received this by error or wish to be excused from our list simply select here this is a commercial ad pob clemmons nc j kbmu e b,1
subject re pg e texas meeting recap of pg e texas meeting volume issues sherlyn schumack will provide stacey neuweiler with volume variances by day and contract as soon as possible preferably the same day allocation is received stacey will notify sherlyn of correct volume or status if further research is necessary as soon as possible sherlyn will notify logistics stacey and lorraine of pg e texas of interconnect variances by day each group will respond promptly to ensure payment can be made through the system eliminating manual line items on invoice charlotte hawkins will see what was confirmed on the outstanding interconnect issue for and daren or charlotte will make the necessary correction rate issues heidi withers will pull daily rates from pg e texas bulletin board greg steagall will provide heidi with service verification s and the daily allocation summary received from pg e texas during close which shows rates from pg e texas no action will be taken on rate variances where pg e was paid per their invoice heidi has talked with brenda herod and brenda is okay with this course of action there are four invoices from production where pg e was underpaid so heidi and greg will work to correct those months to pay pg e correctly there are no open invoices in settlements it was noted that manual line items are not to be used to pay pg e per their invoice in the future we expect to correct issues in the system prior to the due date of the invoice unless there is a valid disagreement between ena and pg e if ena has a valid disagreement we will pay per ena s verification daren has put in a request for legal to transfer the ena transport contracts to hpl this would eliminate stacey having to schedule the transport on ena as well as the desk to desk deal it would also prevent sherlyn from having to allocate the transport expense contract and the brokered desk to desk deal he has not had a response from legal yet,0
subject fw meeting is on monday as seen on nbc cbs and cnn and even oprah the health discovery that actually reverses aging while burning fat without dieting or exercise this proven discovery has even been reported on by major science journals forget aging and dieting forever and it s guaranteed reduce body fat and build lean muscle without exercise enhance sexual performance remove wrinkles and cellulite lower blood pressure and improve cholesterol profile improve sleep vision and memory restore hair color and growth strengthen the immune system increase energy and cardiac output turn back your body s biological clock years in months shop here for hgh why was this email sent to you at some point you registered or made a purchase on a web site with privacy policies explaining that they may share your information with partners who will send you valuable offers from time to time if you no longer wish to be notified of the latest scientific breakthroughs or valuable offers you may simply choose to take yourself out of the database permanently by choosing this link,1
subject fw executed agency ena and tenaska gas company i m having trouble understanding this is she referring to the unsigned agency agreement between ena and tenaska iv texas partners ltd aka ponderosa pine energy partners an agency agreement between ena and lone star i m not familiar w the name txu gas distribution or an agreement between any of the former and tenaska gas either relating to the cleburne project or otherwise original message from hilliard marlene sent thursday august pm to hill garrick farmer daren j subject executed agency ena and tenaska gas company i am searching for an executed agency agreement between ena and tenaska gas company ena is agent on the txu gas distribution pipeline this agency agreement relates to contract no and contract no on the txu gas distribution pipeline please let me know if either of you are in possession of this agency agreement thank you marlene d hilliard enron net works llc tel fax,0
subject july pricing discrepancy sell to tenaska marketing deal daren sell to tenaska marketing july deal tenaska is indicating that the sale for july should be priced at could you confirm our sale price should have been forwarded by katherine herrera corp enron on am kristen j hanson ect am to katherine herrera corp enron enron cc subject re cleburne plant fyi the purchase invoices have arrived and were given to megan please feel free to call darren with any questions thanks kris daren j farmer pm to rita wynne hou ect ect kristen j hanson hou ect ect pat clynes corp enron enron julie meyers hou ect ect bob m hall na enron enron david baumbach hou ect ect steve jackson hou ect ect mark mccoy corp enron enron cc subject cleburne plant well folks the cleburne deal has started the deal has not been finalized through legal however we were able to get between a few deals and make some money before we finalized it the cleburne plant was down and on these dates we bought gas from tenaska iv texas partners and sold to anp and tenaska marketing because things were not set up i could not enter the deals until now please review the following deals and settle with the customers buy from tenaska iv july aug sell to tenaska marketing july aug sell to anp aug the trading desk these are on is ena im cleburne kris i have forwarded invoices from tenaska iv to you via intercompany mail i received both invoices this week i am sure there are questions just give me a call tanks d,0
subject resume gloria smith please read the resume of gloria smith and provide me feedback if she fits your needs let me know if you d like to interview her she is through a recruiter at a fee toni her references indicate strengths in the area enron is requiring experiences she prefers the gas environment her qualifications are masters in education bba accounting experienced in day to day pipeline and gas activity providing net outs resolve price and volume discrepancies volume management settling cash outs verifying imbalances processing transportations invoices settlements and project accounting as required financial reporting assisting in preparing sec reporting balance sheet reconciliation and ferc reporting excellent interpersonal skills will be able to effectively communicate with all levels of management vendors and customers seeking permanent but will consider project to permanent current salary k smith gloria revised doc,0
subject guadalupe power juneol hi daren i saw the volumes come across for deal thanks for taking care of that so promptly on day did you intentionally enter days or was it a slip of the fingers did your information conflict with jill s she shows for that day valerie vela enron net works llc gas settlements t f,0
subject california energy crisis california s power crisis has generated heated debate over the last several months unfortunately this debate has generated more heat than light we want you to know what the facts are and what we are doing about the crisis please spend a few minutes reading the following overview on the situation and our position on california energy issues what happened in california the source of california s current problem is as straightforward as supply and demand california s economy grew percent since this increased the demand for electricity by percent at the same time regulatory restrictions prevented new generation from getting built in the state so demand grew but regulations prevented supplies from being added the result predictably is a shortage this summer peak capacity will be about percent shy of peak demand leading to further blackouts in the state in addition to the supply and demand imbalance there are two other related factors that led to the current crisis first the state s regulations forced all sales and purchases into the spot market the spot market for power is extraordinarily volatile the way firms behave in a free market when faced with such volatility is to construct a portfolio of purchases long term medium term and short term to reduce exposure to this volatility in california state regulation prevented this strategy this would be the equivalent of putting the entire state on an adjustable rate mortgage in the most volatile interest rate environment imaginable everything was fine while the power surplus persisted but when shortages ensued every megawatt was purchased at the sky rocketing spot price second retail markets were not deregulated regulated retail rates remained in effect and stranded cost recovery charges were structured to keep competition out this meant that utilities were forced to pay high wholesale prices in the spot market but were only able to recover costs at the regulated retail rate they are now nearly bankrupt in short california s problems were caused by regulation not deregulation regulations prevented competitors from entering the market prevented new generation from being built and prevented prudent hedging against volatile spot prices at the time california was developing its restructuring plan enron warned the state s policy makers about these risks and proposed alternatives which if adopted would have averted the current crisis enron s role many political leaders in the state have elected to fix blame rather than fix the problem power sellers including enron have been vilified by the politicians and the media here are the facts other than a small amount of wind power enron is not a generator in the state of california every megawatt we sold in california we bought in the same market available to other california purchasers because we are a market maker not a generator we are not biased toward high prices we are interested only in having a market that works so that we can package products for our customers as a seller to end use markets in the state we provided protection from the problems the states utilities and their customers now face we protected and still protect our customers from price volatility you may have read that ees recently elected to have the utilities supply power directly to its customers in california instead of procuring power on the open market early reports mischaracterized this as a enron continues to sign up customers in the state and enron continues to actively manage its risks and capture opportunities in western power markets enron s primary business is managing risk for our customers with solutions customized to meet their needs there has never been more demand for our products and services the solution the solution to california s crisis is also straightforward in summary the state must increase supply reduce demand reduce reliance on the spot market and shore up the financial stability of the state s utilities increasing supply california s process for siting and permitting new generation is nothing short of byzantine enron has built plants elsewhere in the country in less than a year in california it often takes to years california simply must streamline this process ironically while many of the regulations generators must overcome are aimed at improving environmental quality the regulations are preventing new clean technology from coming online and displacing current plants which emit times as much nox california can have abundant power and cleaner air by expediting the permitting of new facilities reducing demand customers in california today have no incentive to reduce or shift demand they pay the same rate no matter what the market price is an open retail market would trigger demand responses which would balance supply and demand at lower prices than today california should fully open its retail market reducing reliance on the spot market in a truly deregulated market customers would protect themselves from volatile spot prices by purchasing some of their requirements on a longer term fixed price basis the state has instead left procurement in the hands of the utilities which it has forced to buy exclusively in the spot market opening the market at the retail level will give customers control over their price risk restoring the financial integrity of the state s institutions the utilities in california are not paying their bills this has led to greater uncertainty in the market higher costs and reduced flexibility to arrive at lasting solutions california must permit its utilities to recover their costs so they can pay their bills and invest in the transmission and distribution assets necessary to get power from where it is to where it is needed just as important as doing these things the state must avoid policies that while politically attractive do not fix the problem or even make matters worse price caps have been proposed they don t work have never worked and they will not work here price caps succeed only in creating shortages which then have to be allocated among competing users imagine how ineffectively the government would be in determining for example whether it is better to make its limited power supplies available to the imperial valley or silicon valley price caps are a surefire way to make the current shortage worse the state has also proposed to take over generation and transmission in california there is no reason to believe and every reason to doubt that the state will be more effective than free markets at investing in constructing operating and maintaining assets this will also result in california tax revenues being spent on power transmission and power generation which the private sector can do instead of education roads and other public goods which the private sector cannot do as you are approached by people outside the company or are learning about the crisis from the media it s important for you to know this we at enron will continue to serve our customers and we will continue to propose real solutions to the state,0
subject on call notes friday received a page from silver in gas control at pm regarding the gulf plains plant they were cut into another pipeline tennessee and wanted to overdeliver to us by m for the night larry zammit paged pm reiterated same we agreed to take the additional volume for the remainder of the evening only saturday am received page from lee in gas control regarding the gulf plains plant apparently they felt that they may need to overdeliver for saturday s gas day as well phoned larry zammit and spoke with him regarding the situation at the plant he indicated that there may have been a miscommunication or misunderstanding at the plant larry phoned the plant and made sure that they were on board to keep us balanced and not overdeliver to or swing on hpl pm phoned lee in gas control to see how the pipeline was doing he indicated that we were pretty tight but would probably make it without utilizing any oba s sunday so union requested m beginning at am the pipeline was tight again but gas control was okay,0
subject re equistar deal tickets here is the information you requested forwarded by tina valadez hou ect on pm enron north america corp from kyle r lilly am to tina valadez hou ect ect cc subject re equistar deal tickets it looks good to me tina valadez am to kyle r lilly hou ect ect cc subject re equistar deal tickets i need to have these tickets set up so the excess volumes will be priced correctly in unify currently unify is adding all excess volume for each day and pricing the first at a certain price and anything over at a different price for example meter may have on the first meter may have and meter may have unify currently prices the first at a certain price and at a different price this is incorrect because none of the meters exceeded each meter should be priced at the first tier level robert needs to set up one additional sale ticket and one additional buyback ticket but he will not schedule gas to these tickets anita luong will move the volumes to the correct ticket when she allocates the volumes each month equistar receives manual invoices each month because they need to see the sale and the buyback on the same invoice and they also need to have each meter invoiced separately i need to have these tickets set up to clean up my unify draft invoices thanks tina valadez forwarded by tina valadez hou ect on am tina valadez pm to julie meyers hou ect ect cc daren j farmer hou ect ect robert e lloyd hou ect ect subject re equistar deal tickets are you still available to assist robert with entering the new deal tickets for equistar after talking with bryan hull and anita luong kyle and i decided we only need additional sale ticket and additional buyback ticket set up forwarded by tina valadez hou ect on pm from robert e lloyd on pm to tina valadez hou ect ect cc subject re equistar deal tickets you ll may want to run this idea by daren farmer i don t normally add tickets into sitara tina valadez am to robert e lloyd hou ect ect cc bryan hull hou ect ect subject equistar deal tickets kyle and i met with bryan hull this morning and we decided that we only need new sale ticket and new buyback ticket set up the time period for both tickets should be july forward the pricing for the new sale ticket should be like tier of sitara below the pricing for the new buyback ticket should be like tier of sitara below if you have any questions please let me know thanks tina valadez,0
subject re fw fw march invoice the question is not that cut and dry however for the month of march enron paid spinnaker if hsc currently the volume is posted under deal ticket with is the deal tick for gas daily production this production should be moved to deal ticket with is the if from tess ray enron enronxgate on pm to mary ellenberger corp enron enron cc daren j farmer enron enronxgate subject fw fw march invoice mary do you pay spinnaker for gas purchases see daren s question below re purchase price from spinnaker hakemack cynthia howard charles cc farmer daren j subject fw fw march invoice importance high charlene cindy charles can either of you answer darren s question to me below my sales deal is under ena thanks tess original message from farmer daren j sent thursday april pm to ray tess subject re fw march invoice tess we probably should be invoicing selling to dow at if however we should also have purchased the supply from spinnaker bellamy liz subject re fw march invoice tess there is a deal out there for the blue dolphin s and there are three deal out there for csgt the problem is that none of these deals have actuals it looks as though they have not been nom d daren are these deals real or what why have they not been nom d could they be under another dow company tess i m leaving the office for a little bit today but i ll be back this afternoon julie from tess ray enron enronxgate on am to julie meyers hou ect ect cc subject fw march invoice julie please help per dow hydrocarbon s accountant marilu trochta s e mail below with attachment there are volume and price discrepancies with what ena billed them and what she reflects in her system ena invoice sa invoiced dow hydrocarbons and resources inc on csgt b brazos per deal number sa per day hsc gdp d a mmbtu vs the mmbtu that dow has and ena did not invoice them for sales on bluedolphin and vs the mmbtu mmbtu that dow reflects i realize that the volumes ena billed on the brazos are estimates or noms problem i need to confirm the march sale brazos volume price in addition to the sale blue dolphin volume price can you print the confirmations for me also sitara does not show me who the trader is for this deal and by chance do you know who the scheduler s are thanks tess original message from trochta mary ml enron mailto imceanotes trochta c mary ml cmltrochta dow ecom e enron enron com sent monday april pm to ray tess subject march invoice book xls,0
subject aspect resources meter production daren i m not sure if you are the person that can make this change for me if you are not could you please let me know who i need to speak to for meter and for production forward this deal is set up under the wrong sitara therefore the volumes are not pulling in sitara the sitara that it is currently attached to is which this deal was only for production the new sitara number that we should be using is sitara for meter and sitara for meter i have attached an example to help see what i am talking about this was for production could you please let me know when the change has been made or if there is something that i need to do thanks stephanie,0
