Unnamed: 0,label,text,label_num
4922,spam,subject vocable rnd word asceticism vcsc brand new stock attention vocalscape inc stock symbol vcsc vcsc top stock pick month april stock expected bounce cents level stock hit time low bounce back stock going explode next days watch soar watch stock go crazy next week breaking news vocalscape inc announces agreement resell mix network services current price expect projected speculative price next days expect projected speculative price next days vocalscape networks inc building company revolutionizing telecommunications industry affordable phone systems hardware online software rates canada us vocalscape company global reach receiving international attention development voice ip voip application solutions including award winning eyefontm softphone real time pc phone advanced implementer pbx systems companies call centers itsps service providers vocalscape created software interactive solutions revolving around global communications data voice convergence companies use vocalscape voice internet protocol applications like ip pbxs softswitches pc phone web phone providing real time human interaction information delivery internet vocalscape solutions businesses offer quality voice service anywhere world rates significantly lower current long distance charges develop software run voip networks sell install service branded voip gateways gatekeeper control software also license software customers want brand voip solutions vocalscape committed making great technology challenging status quo building st century company changes way businesses communicate interact internet current price expect projected speculative price next days expect projected speculative price next days breaking news vocalscape inc announces agreement resell mix network services katonah n prnewswire firstcall via comtex vocalscape inc pink vcsc emerging leader development voice internet protocol voip telephony solutions announced today entered sales agent agreement mix networks inc voip enhanced telephony service provider agreement provides vocalscape turnkey calling card customers access mix networks services including north american dids phone numbers domestic long distance termination vocalscape also able supply clients enhanced voip products including pre paid calling mix networks north american network excited help companies launch voip business models using solution whole picture software network needed route calls mix networks gives us ability offer wholesale monthly flat rate plans dids clients allow us build business models like popular voip companies vonage packet says ryan gibson vp vocalscape networks legal words continue information within email contains forward looking statements within meaning section securities act section b securities exchange act statements express involve discussions respect predictions goals expectations beliefs plans projections objectives assumptions future events performance statements historical fact may forward looking statements forward looking statements based expectations estimates projections time statements made involve number risks uncertainties could cause actual results events differ materially presently anticipated forward looking statements action may identified use words projects foresee expects estimates believes understands part anticipates statements indicating certain actions may could might occur information provided within email pertaining investing stocks securities must understood information provided investment advice emerging equity alert advises readers subscribers seek advice registered professional securities representative deciding trade stocks featured within email none material within report shall construed kind investment advice please mind interpretation witer newsletter news published company represent company official statement fact may differ real meaning news release meant say look news release judge details compliance section b disclose holding vcsc shares prior publication report aware inherent conflict interest resulting holdings due intent profit liquidation shares shares may sold time even positive statements made regarding company since shares inherent conflict interest statements opinions readers publication cautioned place undue reliance forward looking statements based certain assumptions expectations involving various risks uncertainties could cause results differ materially set forth forward looking statements please advised nothing within email shall constitute solicitation invitation get position sell security mentioned herein newsletter neither registered investment advisor affiliated broker dealer newsletter paid third party send report statements made express opinion treated may take position sell securities mentioned time report includes forward looking statements within meaning private securities litigation reform act statements may include terms projected speculative price expect believe may soar move undervalued intend similar terms,1
3799,spam,subject report wffur attion brom est inst siupied pgst riwe asently rest tont presyou tew cons benco yee fater ust lyughtatums inenced sorepit grathers aicy graghteave allarity oarity wow yur coons mers oite ithat yoit berst thar enth excives,1
1488,ham,subject enron hpl actuals august teco tap enron hpl gas daily ls hpl lsk ic enron,0
3948,spam,subject vic odin n ow berne hotbox carnal bride cutworm dyadic guardia continuous born gremlin akin counterflow hereafter vocabularian pessimum yaounde cannel bitch penetrate demagogue arbitrary egregious adenosine rubin gil luminosity delicti yarmulke sauterne selfadjoint agleam exeter picofarad consulate dichotomous boyhood balfour spheric frey pillory hoosier fibonacci cat handful,1
3418,ham,subject tenaska iv july darren please remove price tenaska iv sale deal july enter demand fee amount thanks megan,0
4791,spam,subject underpriced issue high return equity stock report dont sieep stock hot one company gaming transactions inc stock symbol ggts currentiy trading rating strong purchase near term target long term target oo breaking news ggts gaming transactions inc ggts eading provider online gaming porta management pleased announce launched proprietary gaming portal k e n com furthermore company begun intensive marketing campaign support aunch establish eader online gaming industry k e n c oniine games destination people piay popular casino style games win real money foundation site online version keno game keno uses balls numbered thru every game house draws bails random displays numbers screens called keno boards located website object game player guess numbers house draw site shall also popuiar games near future inciuding bingo poker blackjack slots video game versions tabie games patrick smyth ceo gaming transactions inc remarked games deveioped foresight create user friendly experience without loading times secure transaction system deveioped multipie layers security redundancy spent necessary time resources test software ensure functionality security consumer focus groups used deveiopment process make sure players opulent experience online future marketing efforts wi aimed customer service attention company gaming transactions inc deveioper provider online games services online entertainment gaming industries company centra licensed games portal k e n c destination oniine gambling property players may participate number gambling oniine gaming fixtures foundation site course online version keno game keno uses bails numbered thru every game house draws balls random displays numbers screens called keno boards ocated website object game piayer guess numbers house draw site also popuiar games including poker blackjack slots video game versions tabie games gaming transactions inc part oniine gambiing industry said one fastest growing industries internet electronic gambling report forecasts revenues reach biliion market statistics informa media grp giobal revenues oniine gambiing wi reach bi ion biilion year according report informa media grp says us wi generate percent online gambling revenues oo whereas europe wil generate percent north american oniine gambling revenues expected reach biliion year bi ion oo europe revenues wil grow billion year biilion oo oniine gambling revenues wi smailer asia pacific miliion year billion oo rest worid million year mi ion oo keno game one highest grossing products many north american government bodies pubiic gaming corporations easy piay quick profitabie keno become favorite gambiers want excitement lottery draw without wait weekiy offering combining sophisticated hardware software cutting edge encryption decryption techniques keno com deveioped icensed system optima method online gaming information within publication contains future looking statements within meaning section securities act section b securities exchange act statements express involve discussions respect predictions expectations beliefs pians projections objectives goals assumptions future events performance statements historica fact may future looking statements future ooking statements based expectations estimates projections time statements made involve number risks uncertainties couid cause actual results events differ materia presently anticipated future ooking statements action may identified use words projects foresee expects anticipates estimates believes understands statements indicating certain actions may could might occur future ooking statements based information currentiy avaiiabie subject number risks uncertainties factors couid cause ggts actua resuits performance prospects opportunities differ materialiy expressed impiied future ooking statements many microcap stocks today company additiona risk factors raise doubt ability continue going concern ggts reporting company registered securities act hence imited public information avaiiable company risks uncertainties factors include without imitation company growth expectations ongoing funding requirements specificaily company growth prospects scalable customers risks include company limited operating history company history operating losses consumers acceptance company use licensed technoiogies risk increased competition potentia need additional financing conditions terms financing consummated limited trading market company securities possibie volatility company stock price concentration ownership potentia fluctuation company operating results publisher report represent information contained message states ail material facts omit material fact necessary make statements therein misieading information provided within report pertaining investing stocks securities must understood information provided investment advice publisher newsletter advises readers subscribers seek advice registered professional securities representative deciding trade stocks featured within report none materia within report shall construed kind investment advice solicitation many companies verge bankruptcy lose al money investing stock pubiisher report registered investment expert subscribers view information herein egal tax accounting investment advice reference past performance companies specially seiected referenced based favorabie performance companies wouid need perfect timing achieve resuits exampies given assurance happening remember always past performance indicative future results thorough due diligence effort inciuding review company fiiings sec gov edgar online com avaiiabie shouid compieted prior investing al factua information report gathered pubiic sources including imited company websites company press releases pubiisher discloses receipt fifteen thousand doilars third party officer director affiiiate shareholder company preparation oniine report aware inherent confiict interest resulting compensation due fact paid pubiication pubiisher report beiieves information reiiable make assurance accuracy compieteness use materia within report constitutes acceptance terms wish stop future maiiings feel wrongfuliy placed membership piease go send biank e mai thanks subject stoxo yahoo com,1
2643,ham,subject first delivery wheeler operating vance deal created entered sitara bob vance l taylor pm robert cotten hou ect ect cc julie meyers hou ect ect lisa hesse hou ect ect cynthia hakemack hou ect ect susan smith hou ect ect donald p reinhardt hou ect ect melissa graves hou ect ect subject first delivery wheeler operating bob following production line ticket created entered sitara based following counterparty meter volumes price period global wheeler operating mmbtu gas daily nya fyi created submitted committed reserves firm ticket remaining term deal beginning month march additionally producer svcs deal tracked im wellhead portfolio attached gathering contract thanks vlt x forwarded vance l taylor hou ect pm esther buckley molly l carriere hou ect ect clem cernosek hou ect ect donna consemiu hou ect ect robert cook hou ect ect howard b camp hou ect ect lisa hesse hou ect ect nathan l hlavaty hou ect ect wayne e lightfoot hou ect james mckay hou ect ect mary smith hou ect ect steve hpl schneider hou ect ect melissa graves hou ect ect michael walters hou ect ect jill zivley hou ect ect mary jo johnson hou ees ees rita wynne hou ect ect lauri allen hou ect ect cheryl jones gpgfin enron enron reid hansen gco enron enron darron c giron hou ect ect neal winfree hou ect ect susan smith hou ect ect gary bryan hou ect ect gary hanks hou ect ect donald p reinhardt hou ect ect vance l taylor hou ect ect david baumbach hou ect ect robert cotten hou ect ect brian riley hou ect ect jeff austin hou ees ees cynthia hakemack hou ect ect dawn c kenne hou ect ect lisa csikos hou ect ect j r fosdick gco enron enron carlos j rodriguez hou ect ect stephanie gomes hou ect ect pat clynes corp enron enron tom acton corp enron enron robert walker hou ect ect george weissman hou ect ect joanne harris na enron enron christy sweeney hou ect ect earl tisdale hou ect ect daren j farmer hou ect ect cc subject first delivery wheeler operating please see attached letter,0
3137,ham,subject swift may vols sean fyi check purchase swift tailgate meter make sure nom correct quantity mary forwarded mary poorman na enron joan quick enron enronxgate pm carlos j rodriguez hou ect ect mary poorman na enron enron jackie young hou ect ect cc brian riley hou ect ect mike morris corp enron enron subject swift may vols may first month nom king ranch plant mmbtu,0
1629,ham,subject meter variances ua clean daren vance two meters new unallocatable flow need purchase please respond deal number suggestions resolution clear soon possible mary enron katherine benedict ect pm mary poorman na enron enron fred boas hou ect ect aimee lannou hou ect ect cc subject meter variances ua clean hi guys please take look following meters showing variances ua report variance cleared please send e mail please try clear within next couple days thanks kathy benedict meter number variance meter type daily swing production month august logistics contact none volume mgmt contact anita luong meter number variance meter type daily swing production month august logistics contact none volume mgmt contact anita luong,0
1858,ham,subject additional recruiting happy introduce molly magee newest addition eops recruiting team toni molly divided recruiting duties along separate job functions please review information direct staffing requests either toni molly depending job needs toni graham accounting risk confirmation settlements positions openings requiring similar skill set candidate pool molly magee logistics global data management research legal competitive analysis contract administration positions openings requiring similar skill set candidate pool thanks assistance hgm,0
3261,ham,subject fw ercot load comparison original message gilbert smith doug sent tuesday may tmartin enron com subject ercot load comparison tom answer vis vis load growth hope helps doug forwarded doug gilbert smith corp enron kevin cline enron enronxgate pm doug gilbert smith corp enron enron cc eric saibi corp enron enron subject ercot load comparison please find attached spreadsheet compares hot days may may two tabs one tab contains days may tab contains days may tab contains load data temp data particular days question days directly comparable may thursday may thursday although two days preceding may slightly warmer two days preceding may peak mw higher peak mw similarly warm days peak would obviously even higher would put year year growth excess believe falls right line growth rate year year earlier analysis somewhere range let know questions comments,0
3447,ham,subject meter concorde churchill one year rate one mm volumes greater mm day price volumes mm day less mm plus per month metering fee rate would cover transport competitive ship channel market equistar channelview transport rates month term significantly different mm volumes greater mm day mm plus metering fee volumes mm day less rates assume september start rates good friday august get em hot,0
2459,ham,subject hpl nom january see attached file hplnol xls hplnol xls,0
2221,ham,subject tenaska iv received money spot sales tenaska iv october except tenaska iv sale fee megan,0
4827,spam,subject jump gain substantial ground immediately excited new upcoming stock explode montana oil gas inc mogi explore opportunities alberta canada energy deveioper canada highiy coveted reservoirs aggressive investors traders may want watch montana oi gas morning montana oil gas inc mogi news announces syivan lake oil gas project sti awaiting rig time surface lease constructed waiting rig become avaiiabie two weeks anticipate happen next week latest company working interest syivan lake project symbo mogi current price reasons consider mogi price charts confirm oi prices experiencing strongest bul market generation natura gas prices tripled ast two years multiple projects high gear expanding production reserves potentialiy worth muiti millions mogi seliing less vaiue assets montana oi gas specializes using new technology turn unproductive oi gas deposits profitabie enterprises aiready shares oi gas sectorare rising faster overa market fact four dow jones ten top performing industry sectors past year energy related mid sized explorers deveiopers like montana oi mogi biggest gains made last months many stocks made tripie even quadruple returns breaking news april montana oil gas reports following update sylvan lake project several delays due unseasonable weather road closures province alberta contracted drilling rig moved onto location ensign drilling spudded w well company anticipates road bans lifted shortly compliance government regulations resume drilling well immediately company west lock project also scheduled resume completion tie upon lifting road ban continued interest sylvan lake project montana oil gas prepared detailed project description project history sylvan lake oil gas field discovered late produced million barrels mbbls high quality crude oil billion cubic feet bcf associated natural gas predominantly mississippian pekisko shunda formations field remains production today continues spaced drilled expanded use modern three four dimension geophysics original freehold lease section w leased major oil company sylvan lake field exploratory well drilled major company w abandoned finding shunda pekisko formations completely eroded post depositional cutting consequence major company exploration section eventually bowed complaints freehold mineral rights owner relinquished deeper mineral rights base jurassic formations west one half section back freehold mineral rights owner early relinquishment extraordinary time mineral right severance seldom ever done specifically often major companies accordingly mineral rights sat available dormant early almost oil gas companies thought held original lessee diligent land work including field visits partners discovered relinquishment quickly leased west half section since time partners managed lease additional acres one quarter section section energy right earn prospect possibly drilling test well w land discussion partners secured working interest west half northeast quarter section w land comprises acres one section one square mile equals acres primary drilling spacing alberta follows one quarter section spacing acres oil one section spacing acres natural gas province allows decreased drilling production spacing units called holdings able prove province satisfaction efficient drainage reserves would result increased well density almost entire sylvan lake field pekisko pool spaced dramatically successful discovering pekisko oil space well geological discussion pekisko formation principle target prospect oil associated gas production deeper older pekisko formation sylvan lake pekisko oil field lies dip erosional edge pekisko formation edge extremely rugged shape influenced terrestrial drainage seashore conditions overlying ancient shoreline cap rocks impermeable layers mississippian lower shunda formation cretaceous jurassic impermeable shales erosional edge trap features common throughout alberta account billions barrels reserves production facilities discussion immediate area developed oil natural gas past forty five years accordingly multitude gas gathering processing facilities oil transportation facilities constructed major gas processing facility located within two miles project gathering system lines one half mile proposed drilling location capacity processing facility approximately mmcf current throughput mmcf accordingly excess capacity mmcf exists facility would best interest operator fill soon possible gas processing facility also oil pipeline access transportation raw oil product main delivery terminals north red deer alberta accordingly trucking costs would minimal get oil product transportation system detailed project description please see news release dated fri apr good luck successfu trading conclusion examples show awesome earning potential little known companies explode onto investor radar screens many already familiar mogi poised positioned may feel time come act please watch one trade tuesday go mogi penny stocks considered highly speculative may unsuitable aggressive investors profile way affiliated featured company compensated dollars distribute report report entertainment advertising purposes used investment advice,1
1811,ham,subject enron hpl actuals october revision please note pricing allocation volumes october changed follows teco tap enron hpl iferc hpl gas daily total nomination subject iferc pricing completed october remaining gas purchases hpl contract k gas daily pricing thanks ccs charlie stone pm gary green texas utilities tu daren j farmer enron com gary hanks enron com carlos j rodriguez enron com earl tisdale enron com ami chokshi enron com david avila lsp enserch us tu cc subject enron hpl actuals october revision gas nominated iferc pricing month taken remaining purchases k gas daily pricing teco tap enron hpl gas daily forwarded charlie stone texas utilities pm gary green charlie stone texas utilities tu gary green texas utilities tu daren j farmer enron com gary hanks enron com carlos j rodriguez enron com earl tisdale enron com ami chokshi enron com david avila lsp enserch us tu cc subject enron hpl actuals october teco tap enron hpl iferc,0
2367,ham,subject registration confirmation spinner com thank joining spinner com web largest source free streaming music wanted confirm registration spinner complete access spinner professionally programmed music channels entire spinner com website remind player website importantly music totally free user name junglo omitted password privacy please hang email easily retrieve user name forget forget password enter user name email address password retrieval page email also change email address profile page http www spinner com profile download installation assistance visit help pages http www spinner com help download questions problems please email us feedback spinner com users listen million songs week almost every genre music imagine also learn everything hear clicking player get bios every artist hear clicking artist info purchase cds clicking buy cd click rate song let djs know think song hear use feedback determine song play click channel see week top songs channel playing ranked order popularity even great info channels music visit spinner com find channels play favorite artists download great free songs take part cool promotions contests thanks registering like hear tell friend spinner enjoy music spinner crew received email error unsubscribe service http www spinner com unsubscribe,0
2829,ham,subject aep transition items attached brief memo outline transtion issues hpl aep first draft itilized items currently require action please add items forward back update thanks bob,0
3512,ham,subject inbound message quarantined received message someone attempted send e mail outside enron attachment type enron allow messaging environment e mail quarantined held mailsweeper server sender colio houston rr com date thu sep subject logitech video e mail attachment type scenarios incoming inbound exe catcher filename matching file mask detected vmailvid exe intended email valid business related content believe requires enron resources retrieve may call help desk ask released quarantine delivered e mail inbox message scanned checked viruses prior requested release contains virus reason suspect malicious code delivered north american resolution center european resolution center ees help desk ets solution center houston omaha please reply address monitored system mailbox,0
441,ham,subject valero gas marketing meter sitara ticket please zero volumes notice plant scheduled come march treat force majeure time robert e lloyd pm howard b camp hou ect ect cc stacey neuweiler hou ect ect daren j farmer hou ect ect gary w lamphier hou ect ect subject valero gas marketing meter sitara ticket fyi gary agreed let deficiency volumes hit buyback set presently forwarded robert e lloyd hou ect pm robert e lloyd pm gary w lamphier hou ect ect stacey neuweiler hou ect ect daren j farmer hou ect ect cc pat clynes corp enron enron aimee lannou hou ect ect subject valero gas marketing meter sitara ticket effective march th valero pulled gas day nomination want arrange buyback activity buyback ticket available handle underage told interconnect weeks effective march th,0
3403,ham,subject houston expl dec darren elizabeth hernandez fixed deal need look thanks anyway forwarded megan parker corp enron pm megan parker daren j farmer enron enronxgate cc subject houston expl dec daren sure help danny conner deal december price issue buying gas houston exploration company black marlin high island hpl meter deal deal priced hsc december new platform came high island hpl meter start flowing th danny put new deal meter combined gas deal houston exploration thinks gas hi kept separate priced hsc gd since begin flowing th agree received gas pipeline statement black marlin pricing houston exploration shows owe additional k due price difference purchased gas dec jan deal jan priced gd verify deal priced sent issue danny back january said price correct houston exploration sticking price need talk trader name lester lipperdt megan,0
1746,ham,subject enron hpl actuals october teco tap enron hpl iferc ls hpl lsk ic hpl iferc,0
3551,ham,subject domestic employees participate enron corp savings plan october fast approaching mark calendar enron corp savings plan moves new administrator savings plan participant friday october pm cst last day transfer investment fund balances make contribution allocation changes change contribution rate november th payroll deductions enroll hired october two important reminders vanguard lifestrategy investment options replaced fidelity freedom funds funds remain invested funds chosen pm cst november cst november savings plan system opens great new features need assistance transition period call ext press option option available cst october pm cst november enron benefits keeping pace lifestyle,0
1054,ham,subject new eol product texas gas group definitely rolling super peak x product gas delivery cdt decide roll another product probably peak xl cdt let know sometime today relay prices monday dale neuner steve venturatos hou ect ect melba lozano hou ect ect sheri thomas hou ect ect robert b cass hou ect ect cc subject new eol product steve one issue immediately comes mind general terms conditions ability handle intra day nominations may require new product type gtc presently trading product otc unprecedented dale dale neuner hou ect ect cc subject new eol product forwarded melba lozano hou ect enron north america corp steve venturatos sheri thomas hou ect ect melba lozano hou ect ect cc subject new eol product finalizing plans introduce new gas products july product would hourly product either x xl xl even though decided product introduce thought would give heads keep loop,0
282,ham,subject pathing procedures buybacks path buyback mop supply list existing market deal typically baseload please follow steps theory example supply deal supply deal market deal follow steps theory additionally create service transportation contract e k path list path buy sell path list contract transport e k contract procedure eliminate balance mop supply deal market deal send pop via x port k note never path buyback supply deal using receipt transport contact market deal using delivery transport contract pop reflect net two transactions buyback baseload deal,0
4606,spam,subject end year clearance item description price gb compact flash type ii micro mb ddr ram sodimm notebook compaq ps keyboard diamond supraexpress k ext serial data fax voice modem diamond supramax k usb external modem hp deskjet printer hp laserjet printer intel play web camera logitech classic wireless keyboard optical mouse web camera w built microphone logitech wireless optical scroll mouse logitech io personal digital pen notebookplus usb mini webcam notebookplus mobile mini usb keypad calculator oem port usb mini hub power required optorite x dvd rewriter olympus trip md focus free camera oem pcmcia memory card reader pocket digital camcoder camera security lock kit cpu monitor keyboard lock aluminium sim card backup kb memory super gsm usb sim card reader samsung x x xl dvd cdrw combo toshiba advanced port replicator usb ethernet adapter zdrive gb usb drive mb ddr ram sodimm gsm usb sim card reader logitech io personal digital pen diamond supramax k usb ext modem notebookplus mobile mini usb keypad one stop distributorjebel ali duty free zonedubai uae www computron com latest clearance sale listing contact sales department details please send enquiries dealers emirates net aeor contact via www computron com compaq hewlett packard com dell intel iomega epson aopen creative toshiba apc cisco us robotics microsoft canon intellinet targus viewsonic ibm sony lots complaints suggestions contact customerservice computron com tel prices u dollars ex works fax jebel ali duty free zone www computron com prices availability subject change usa canada u e without notice receive special offers plain text format reply mail request export email considered spam long include contact information remove instructions message intended dealer resellers somehow gotten list error reason would like removed please reply remove subject line message message sent compliance federal legislation commercial e mail h r section paragraph e bill title iii passed th u congress logos trademarks property respective ownerstoshiba export hp sale middle east products may exactly shown unsubscribe computron follow link click link copy paste address browser please give atleast hours unsubscription effective,1
890,ham,subject enron actuals june thru june teco tap hpl iferc texoma hpl iferc ls hpl katy enron june teco tap enron hpl iferc june teco tap hpl iferc,0
2313,ham,subject call notes please see attached file call notes bob,0
154,ham,subject th noms copanos forwarded ami chokshi corp enron troy benoit reliantenergy com ami chokshi corp enron enron cc subject th noms copanos see attached file hpl jan xls hpl jan xls,0
310,ham,subject lst rev feb josey ranch nom forwarded susan trevino hou ect bob withers susan trevino hou ect ect cc stretch brennan kevin mclarney vance l taylor hou ect ect subject lst rev feb josey ranch nom revised february effective setup josey using btu mcf note btu revision gas deliveries hpl mmbtu kri net reduction mmbtu mmbtu hpl bob withers kcs energy san felipe suite houston tx voice mail page,0
4167,spam,subject vlc dln sale prior pres crip tion needed enjoy buy vlc dln online get vla gra cla lls buy val lum cheap get x x x online online pha rmacy many others also available p r e c r p n required discreet fast shipping plus shipping charge always money back guarantee click info,1
3881,spam,subject jennifer sends final destination designated private key validate public keys someone wants meet match could find purported owner,1
2951,ham,subject calpine daily gas nomination julie mention earlier hope start unit afternoon still experiencing difficulties keep informed thanks ricky archer fuel supply louisiana suite houston texas direct fax calpine daily gas nomination doc calpine daily gas nomination doc,0
1778,ham,subject enron hpl actuals october teco tap enron hpl iferc ls hpl lsk ic hpl iferc,0
348,ham,subject potential volume list march fyi well come lst week march gas daily mid month pricing first month thanks susan smith pm daren j farmer hou ect ect cc melissa graves hou ect ect donald p reinhardt hou ect ect vance l taylor hou ect ect jill zivley hou ect ect subject potential volume list march darren potential new volume march counterparty meter volume mid month gas daily cico oil gas co tba mmbtu per day yes number vance production estimate well anticipated come first week march earlier possible please let know need additional information susan smith x,0
1284,ham,subject new production sitara deals needed vance deals created entered sitara hesco hillary confirm bob vance l taylor pm robert cotten hou ect ect cc lisa hesse hou ect ect trisha hughes hou ect ect heidi withers hou ect ect hillary mack corp enron enron susan smith hou ect ect donald p reinhardt hou ect ect melissa graves hou ect ect subject new production sitara deals needed bob following production line ticket created entered sitara based following counterparty meter volumes price period hesco gathering oil co mmbtu gas daily less samson lone star limited mmbtu gas daily less winn exploration co inc mmbtu gas daily less fuel use less del vols fyi susan created submitted committed reserves firm tickets remaining term deal beginning month august additionally producer svcs deals tracked im wellhead portfolio attached gathering contract thanks vlt x,0
3947,spam,subject software microsoft windows xp professioznal retail price low pricie save adobe photoshkop retail price low price savue microsoft office xp professional retail price low price savxe adobe illustrator retaitl price low price savxe corel draw graphics suite rehtail price low pricje save delphi retaifl price low price save cheap software oem meaninag get box manual software receivze actual software unique registration code softwarue english language pc offers unbeatablke always update prices make sure provide besft possible offers hurry place ordner supplies limited visimt us http cheap drugs biz oeol affiliate id campaign id fwunrt fmooetr ltby nyqkgbphb krgzgl vbbmigb zwftnqlp oaohkv icckmv rmcetdf wmlx lidfxvrnk tdrezc hbmvxft zjqdpnpd ldloti jbywub ozaqgcf czjj yvcbkprnc vbrekd fizzjnz kgfmkhmw rkqumd kgrnbt ggejkmi kyyj jepyoyklp wekjhw pajrtqy ybjlkvjj gvnwte ueqjbv vkcrccd uwut uwdhtzrrf mhbglw jdhkydx bvaeyvat nvorcx qvpwtx yniuzlb kkei lziqyfqqu mhlped kuauryt bthnutaz clzkex pvojiw xaablvb gnao otxenpenr qmdvju qafbwcc xdntfvhf jxzhbn,1
4417,spam,subject security alert microsoft internet explorer dear suntrust bank customer provide customers effective secure online access accounts continually upgrading online services add new features enhancements service certain browser versions support system upgrades many customers already know microsoft internet explorer significant holes vulnerabilities virus creators easily take advantage order protect account introduced new important security standards browser requirements suntrust security systems require test browser see meets requirements suntrust internet banking please sign internet banking order verify security update installation security update effective immediately meantime internet banking services may available suntrust internet banking copyright suntrust,1
4572,spam,subject instant download popular softwares lost lips played sun remained profession spring able stood climbing nearly ninety evil group speak known certainly parents discipline bear felt softwares choose froma z titles instant download enough money buy needed software think desired software worth price service right download sofftwaares superfast mbits connection site led weeks page ache morrow hot criticize sure somewhere ears danger entertain month liked together course answered,1
